col1 col2
-0.253234355433 0.0
2346.38356162 0.0
2.25625412954 0.0
-0.192842872851 0.0
2376.87800519 0.0
2.47950486106 0.0
-0.355950314699 0.0
2384.76487725 0.0
2.1441640265 0.0
-0.233737668906 0.0
2588.74330284 0.0
1.86855435301 0.0
-0.329524736602 0.0
2602.29991281 0.0
2.0808769192 0.0
-0.525047557718 0.0
2798.96529954 0.0
2.28231196829 0.0
-0.458124966891 0.0
2805.67526273 0.0
2.1655465949 0.0
-0.121074757837 0.0
2855.26874422 0.0
2.56520354084 0.0
