col1 col2
FeIIa 1.73524216885
FeIIb 0.826433896245
FeIIc 2.08023749262
MnIIa 1.54560169428
MnIIb 2.50702856879
MgIIa 2.9332256161
MgIIb 2.5490767984
MgIa -0
