wave norm
1600.0 0.942463702293
1601.5 1.96917868386
1603.0 -3.63760703584
1604.5 1.8603127277
1606.0 -0.717233930279
1607.5 -0.796720943167
1609.0 1.01535192766
1610.5 -0.241629162288
1612.0 4.13607106187
1613.5 3.01739549796
1615.0 -1.26837540434
1616.5 -1.41457276452
1618.0 0.0375414694407
1619.5 1.14533339251
1621.0 0.828379293598
1622.5 3.3263603881
1624.0 1.66631153436
1625.5 -5.98915618441
1627.0 3.78420075042
1628.5 -4.37589814393
1630.0 -35.9623161626
1631.5 4.53704492391
1633.0 82.5256123648
1634.5 29.9621494652
1636.0 -20.3260124646
1637.5 -17.1906506867
1639.0 -12.9751858111
1640.5 2.46888128887
1642.0 -16.2303274065
1643.5 18.6960837439
1645.0 8.21653433277
1646.5 1.43585435393
1648.0 17.2586243581
1649.5 7.92605152733
1651.0 80.0177253119
1652.5 25.9428624219
1654.0 25.547673893
1655.5 -0.224131157548
1657.0 -8.24896789848
1658.5 8.99981983312
1660.0 6.26756620368
1661.5 3.79732886098
1663.0 -2.60075433993
1664.5 -3.97530611345
1666.0 -1.28893905769
1667.5 1.51863489478
1669.0 -1.2859769212
1670.5 -2.26713108557
1672.0 0.098339443064
1673.5 1.62439691284
1675.0 1.29472319765
1676.5 -1.68060675543
1678.0 0.984735108381
1679.5 1.51057104428
1681.0 -0.917850124543
1682.5 -1.67155758089
1684.0 -2.8740478535
1685.5 -0.964922231863
1687.0 -1.24572404074
1688.5 0.431314290527
1690.0 -1.42739975871
1691.5 0.532001236352
1693.0 2.87922663366
1694.5 1.61929827993
1696.0 4.01795562956
1697.5 4.63686095846
1699.0 5.81679575401
1700.5 -21.0446243835
1702.0 7.38527007606
1703.5 -3.47252543214
1705.0 7.44980991659
1706.5 -5.0673855817
1708.0 -2.5858706838
1709.5 -0.784335593823
1711.0 -0.40514465004
1712.5 -0.0876131574013
1714.0 0.853138918201
1715.5 1.00998534767
1717.0 0.52240575327
1718.5 0.111213309613
1720.0 -0.02163886925
1721.5 -0.00687619362509
1723.0 1.06207033511
1724.5 1.90133893207
1726.0 0.379050334325
1727.5 0.624790224139
1729.0 1.21260770067
1730.5 0.446420356202
1732.0 0.119564647332
1733.5 1.43219658234
