col1 col2 col3 col4
FeIIa 0.78265042876 0.255856645148 0.660519679061
FeIIb 0.151066734537 0.0248426256548 0.126691778385
FeIIc 0.0571640446529 0.00964086955997 0.0468986322227
MnIIa 0.222346989773 0.25893620002 0.225714617763
MnIIb 0.249245930262 0.260606127745 0.252816851861
MgIIa 0.043028994341 0.0135324227316 0.0363481508557
MgIIb 0.036018712147 0.0125487151741 0.0293209161726
MgIa 0.0643139751769 0.135711118379 0.115151773842
