col1 col2 col3 col4
FeIIa 6.65179067383e-09 4.03255029369e-09 5.38953305276e-09
FeIIb 6.79731636688e-05 3.78449254478e-05 5.26871503464e-05
FeIIc 2.67748645477e-09 2.24067719934e-09 2.45633942e-09
MnIIa 1.83777012053e-07 1.89275519036e-07 1.70186431364e-07
MnIIb 6.2688967839e-07 6.40570025912e-07 5.77251349689e-07
MgIIa 0.290869496273 0.293076152818 0.269029503973
MgIIb 0.382352154609 0.512187651657 0.407462226415
MgIa 0.196761987137 0.154467151676 0.205961003052
