col1 col2 col3 col4
FeIIa 0.117500916811 0.128093892461 0.134052195895
FeIIb 0.0349591203051 0.0483640055325 0.038613625228
FeIIc 0.0273763188164 0.0350646862942 0.029743913272
MnIIa 0.0651933460098 0.024084862918 0.107480409357
MnIIb 0.0454035731548 0.0278170723818 0.065802478964
MgIIa 0.116958401551 0.145455778523 0.109179418494
MgIIb 0.0687130008836 0.0728551465321 0.0592731229659
MgIa 0.00219609740272 0.00210932110483 0.00179451517515
