col1 col2 col3 col4
FeIIa 0.179521614917 0.289949368536 0.201690733786
FeIIb 0.108386155413 0.073428381369 0.0875333169946
FeIIc 0.0962141012182 0.0717706140335 0.0851008205911
MnIIa 0.0289460687607 0.0875129259018 0.0547948377889
MnIIb 0.0361690835995 0.108654704283 0.0681170832395
MgIIa 0.220278683065 0.14947659915 0.17560755983
MgIIb 0.091025526345 0.288738397319 0.175577746119
MgIa 0.0193778534074 0.00199939641399 0.00952495587664
