col1 col2 col3 col4
FeIIa 0.363342341537 0.288356231029 0.358407954731
FeIIb 0.0740918098516 0.0602587112671 0.0579197843013
FeIIc 0.0635952122612 0.0516935330453 0.0497009503249
MnIIa 0.154741095985 0.0769731229599 0.111032100204
MnIIb 0.0611900439463 0.0314200797563 0.0444966761203
MgIIa 0.0999776068248 0.0652962921094 0.0939724903253
MgIIb 0.0477963003969 0.0315545446463 0.0450238907625
MgIa 0.000816968770482 0.00119411640254 0.00115710045908
