col1 col2 col3 col4
FeIIa 0.166405016971 0.048418662092 0.0968218008087
FeIIb 0.0133989273446 0.0284115512799 0.0251348733035
FeIIc 0.0551749548361 0.112993364095 0.0993972086004
MnIIa 0.042643812812 0.0408429959388 0.0395674874462
MnIIb 0.0903909203251 0.17124880063 0.118688348031
MgIIa 0.025123879572 0.0422919180355 0.0364497401481
MgIIb 0.0541551303286 0.0248707684123 0.0411498728751
MgIa 0.00412344987957 0.00301250964679 0.0034967458572
