col1 col2 col3 col4
FeIIa 0.14561360587 0.0945560522113 0.101438082026
FeIIb 0.0653903675474 0.0456249557312 0.0712840077005
FeIIc 0.0932773530695 0.0242551059146 0.106416509368
MnIIa 0.0145305636345 0.0378999771875 0.0243805804857
MnIIb 0.13968061358 0.062856452736 0.0996098881507
MgIIa 0.0567327594377 0.0440171374925 0.0703965825909
MgIIb 0.0380543240428 0.0530163975723 0.0495774668669
MgIa 0.00611547907057 0.00777312358204 0.00627382621014
