col1 col2 col3 col4
FeIIa 0.0598282414482 0.0992413960741 0.191081107611
FeIIb 0.252260100231 0.0922743466572 0.250233045779
FeIIc 0.120527445724 0.0446043420966 0.121365808585
MnIIa 1.36354579938e-05 4.2953142958e-06 7.46510940177e-06
MnIIb 1.52175510584e-05 4.79834164158e-06 8.33475405002e-06
MgIIa 0.00138598323949 0.00381869603227 0.00258195002482
MgIIb 0.00370059429476 0.0101772999132 0.00687708145335
MgIa 0.0407862185654 0.106533345802 0.06988349688
