col1 col2 col3 col4
FeIIa 0.0904097764729 0.0474675648849 0.0721455859308
FeIIb 0.00768867087992 0.0162309635643 0.0123125969426
FeIIc 0.00244237569337 0.0051138436919 0.00387232671523
MnIIa 0.0912549504122 0.0320818989242 0.0612868938395
MnIIb 0.00859051010294 0.0411940784129 0.0252666512244
MgIIa 0.0154481003568 0.00349649909881 0.0112585336165
MgIIb 0.0202053792526 0.00459357638111 0.0146800644985
MgIa 0.270535045716 0.0671979104632 0.165787846736
