col1 col2 col3 col4
FeIIa 0.45089780946 0.856362486593 0.824474766951
FeIIb 0.145839485261 0.28809109349 0.233420899192
FeIIc 0.102451908498 0.195513704689 0.153012615962
MnIIa 0.344310086149 0.448489202386 0.392581031127
MnIIb 0.120588489896 0.149626724568 0.147621546532
MgIIa 0.154099828977 0.0456089310768 0.0935502045184
MgIIb 0.0789629642234 0.0272058931879 0.0566857521416
MgIa 0.0583969639186 0.0313452285364 0.0523447797051
