col1 col2
2348.89 0.0
2355.05 0.0
2378.45 0.0
2388.8 0.0
2389.78 0.0
2395.45 0.0
2598.77 0.0
2606.42 0.0
2606.43 0.0
2613.93 0.0
2793.51 0.0
2801.19 0.0
2801.2 0.0
2809.42 0.0
2809.43 0.0
2815.82 0.0
2849.96 0.0
2858.67 0.0
2858.68 0.0
2865.1 0.0
