col1 col2 col3
FeIIa 2.25229624749 0.301762820785
FeIIb 0.902167919817 14516.157871
FeIIc 1.79080894586 0.337453718801
MnIIa 1.79143331559 0.173286474464
MnIIb 2.02109678381 0.233041131417
MgIIa 2.05942900211 0.068522027588
MgIIb 2.01488690358 0.203810271677
MgIa 0.662473053196 0.0589705125575
