col1 col2 col3
FeIIa 1.20273019034 0.0936322271621
FeIIb 1.01844977539 0.0931041758887
FeIIc 2.25972041893 0.0546586061401
MnIIa 1.22385881566 0.0557711952126
MnIIb 2.05159632187 0.0717122863038
MgIIa 2.57640399266 0.11847165692
MgIIb 2.41584582007 0.131087762993
MgIa 0.485114700304 0.044804069226
