col1 col2 col3
FeIIa 1.54799873685 0.124690337167
FeIIb 0.840885405551 0.0464655493355
FeIIc 1.73662589118 0.0679254244574
MnIIa 0.78391456553 0.0920626150626
MnIIb 1.42075225298 0.100848315176
MgIIa 2.68484612874 0.110962113773
MgIIb 2.63317031135 0.132649278896
MgIa 0.483326786448 0.0157444557621
