col1 col2 col3
FeIIa 0.883749376977 0.200282124284
FeIIb 0.934271569409 0.103128168015
FeIIc 1.74519979414 0.248991411587
MnIIa 1.18153257196 0.210384885299
MnIIb 1.87395371533 0.475984039745
MgIIa 1.87994058272 0.139766539087
MgIIb 2.55910348183 0.0934549166662
MgIa 0.353012069995 0.0775441979209
