col1 col2
2340.84 0.0
2351.61 0.0
2368.96 0.0
2380.05 0.0
2380.06 0.0
2390.82 0.0
2583.8 0.0
2593.08 0.0
2594.73 0.0
2607.62 0.0
2794.02 0.0
2802.97 0.0
2802.98 0.0
2810.53 0.0
2847.89 0.0
2861.98 0.0
