col1 col2
2337.98 0.0
2354.22 0.0
2372.57 0.0
2380.11 0.0
2380.76 0.0
2394.01 0.0
2583.71 0.0
2595.38 0.0
2595.39 0.0
2608.39 0.0
2790.5 0.0
2802.9 0.0
2802.91 0.0
2815.01 0.0
2849.54 0.0
2861.65 0.0
