wave norm
1574.3342 -0
1575.8777 0.0
1577.4212 0.0
1578.9647 0.0
1580.5082 -66.4848555005
1582.0517 0.802289590686
1583.5952 5.30343885477
1585.1388 6.94432270732
1586.6823 7.78251354727
1588.2259 0.0872557890501
1589.7694 2.86225611645
1591.313 -0.124227850205
1592.8566 -0.783672738493
1594.4002 -0.350226467541
1595.9438 -1.06153618179
1597.4874 1.0081383559
1599.031 1.99256108945
1600.5746 1.09729275436
1602.1183 0.519812589365
1603.6619 -0.727538533891
1605.2056 -0.834552781455
1606.7492 0.656106898554
1608.2929 0.830629121404
1609.8366 -0.890755080824
1611.3803 -0.675916539054
1612.924 -2.13721201579
1614.4677 0.319893499414
1616.0114 1.27136941198
1617.5551 -0.742737731248
1619.0988 -1.73129649864
1620.6426 0.0330531766382
1622.1863 -3.01890669663
1623.7301 1.120438829
1625.2739 -0.849389153339
1626.8176 -0.20865360379
1628.3614 1.94633969041
1629.9052 6.06914970341
1631.449 -11.9272571382
1632.9929 362.611573344
1634.5367 21.5730721335
1636.0805 -16.5865338231
1637.6244 -6.04020231585
1639.1682 4.21040123943
1640.7121 -7.5581838399
1642.2559 0.482692161025
1643.7998 -16.1471614883
1645.3437 -64.4850313182
1646.8876 4.11504492715
1648.4315 -5.95327196754
1649.9754 6.42717993222
1651.5193 1.45765162915
1653.0633 6.60956313739
1654.6072 -2.77598032998
1656.1512 2.4866149181
1657.6951 0.78210254359
1659.2391 3.3441388441
1660.7831 1.74976391583
1662.3271 4.12444187347
1663.8711 3.69847875934
1665.4151 1.82623297426
1666.9591 3.15441584793
1668.5031 -2.74513848759
1670.0471 -1.94490565838
1671.5912 8.00495384782
1673.1352 -8.32852336553
1674.6793 22.3072954999
1676.2233 -12.2260356708
1677.7674 22.729578987
1679.3115 -14.3088742691
1680.8556 -0.343547678248
1682.3997 6.91782435635
1683.9438 16.4035318014
1685.4879 -28.2972147672
1687.0321 -10.0363145611
1688.5762 -8.19315636575
1690.1204 1.42404951016
1691.6645 1.69597423117
1693.2087 -3.05086008602
1694.7529 0.360407506777
1696.297 -1.10083815893
1697.8412 -0.698581026598
1699.3854 -0.671730594745
1700.9296 0.745679591615
1702.4739 1.65699703573
1704.0181 0.101436802791
1705.5623 0.47387545021
1707.1066 1.38039252863
1708.6508 1.3319150738
1710.1951 0.623218961641
1711.7394 -1.25016204062
1713.2837 1.96120655477
1714.8279 0.104538372149
1716.3723 0.343598634101
1717.9166 -0.173532550001
1719.4609 1.09224138684
1721.0052 0.359759231113
1722.5495 0.793486533431
1724.0939 1.25803642449
1725.6382 -1.2870307177
1727.1826 1.80420161645
1728.727 0.852407231631
1730.2714 -0.0724047621288
1731.8158 0.724005422089
1733.3602 0.717942821949
1734.9046 2.07529241775
1736.449 0.21448941135
1737.9934 0.483782424406
1739.5378 1.88751324173
1741.0823 0.40994267271
1742.6267 -1.75579356818
1744.1712 3.25462157693
1745.7157 0.561671746852
1747.2602 -0.604177172892
1748.8047 0.68350789129
1750.3492 -0.26892224842
1751.8937 -0.713329952124
1753.4382 -0.419864796413
1754.9827 1.03219183629
1756.5272 -0.278954261059
1758.0718 -0.64586928913
1759.6163 0.0931008093046
1761.1609 1.18201756291
1762.7055 1.4361012846
1764.2501 0.576884943142
1765.7946 -0.282268737085
1767.3392 1.72682822427
1768.8839 0.123903999747
1770.4285 0.162100463866
1771.9731 1.40023890883
1773.5177 2.79472122254
1775.0624 -0.307557295002
1776.607 0.811818771534
1778.1517 -1.28579812031
1779.6964 1.49983635889
1781.241 0.622238650576
1782.7857 2.90818820822
1784.3304 -2.81077737801
1785.8751 4.3203229166
1787.4198 23.2363634685
1788.9646 91.3691396721
1790.5093 -1.37988207905
1792.054 -17.8127473971
1793.5988 3.29474832918
1795.1436 -5.99843820193
1796.6883 3.53264578312
1798.2331 -11.3094870322
1799.7779 7.61068110342
1801.3227 -18.6989356088
1802.8675 -4.31162589651
1804.4123 528.53379796
1805.9571 33.4177035261
1807.502 -4.57663282329
1809.0468 0.844132381432
1810.5917 -2.12505577688
1812.1365 4.05471108751
1813.6814 0.220625225112
1815.2263 2.4867785186
1816.7711 -0.175895882762
1818.316 -0.00928983819154
1819.8609 2.10287571517
1821.4059 0.678972287148
1822.9508 0.720657966382
1824.4957 0.665928916846
1826.0407 1.42990699882
1827.5856 2.21144674158
1829.1306 1.04995983349
1830.6755 1.21688566023
1832.2205 1.02159723512
1833.7655 1.56558362295
1835.3105 0.502395204666
1836.8555 0.640541499667
1838.4005 1.24119473088
1839.9455 0.28768867405
1841.4906 1.61235528088
1843.0356 1.54502498407
1844.5806 0.122512549138
1846.1257 0.189173217604
1847.6708 -0.108731117057
1849.2158 0.650034876943
1850.7609 1.11857701627
1852.306 1.66541148075
1853.8511 0.242092031203
1855.3962 2.11729982375
1856.9414 1.47015720311
1858.4865 1.11218262054
1860.0316 0.708649893826
1861.5768 0.717728927678
1863.1219 2.3699366052
1864.6671 0.553445559225
1866.2123 0.796758340065
1867.7575 0.325656167747
1869.3027 0.899604429972
1870.8479 1.55807150576
1872.3931 1.38899514548
1873.9383 1.40649958384
1875.4835 0.83498290305
1877.0288 0.230109169469
1878.574 1.14293706579
1880.1193 0.171090209333
1881.6645 0.351051680697
1883.2098 1.12496427166
1884.7551 0.502973973978
1886.3004 1.04595747949
1887.8457 0.182869052829
1889.391 1.08529515629
1890.9363 0.568435552489
1892.4816 1.08177629496
1894.027 0.927468223543
1895.5723 0.924629637215
1897.1177 0.97258345992
1898.663 1.08130950264
1900.2084 0.493392879213
1901.7538 0.697661435748
1903.2992 0.149003180053
1904.8446 0.759063767238
1906.39 0.560112456277
1907.9354 0.460666008196
1909.4808 0.561011097878
1911.0263 0.597645678985
1912.5717 0.559408663867
1914.1172 0.457839833557
1915.6626 0.877207930512
1917.2081 0.689974325375
1918.7536 1.0730276328
1920.2991 0.206754915937
1921.8446 1.09426842378
1923.3901 0.653519471934
1924.9356 0.901689240963
1926.4811 0.639221181421
1928.0267 0.792136483513
1929.5722 1.17893239658
1931.1178 0.174185047708
1932.6633 1.26676608692
1934.2089 1.1381475079
1935.7545 1.04505273054
1937.3001 1.00032930848
1938.8457 0.805653971688
1940.3913 1.28750407897
1941.9369 1.05778384299
1943.4825 0.273396166579
1945.0282 1.23257329525
1946.5738 1.22997841114
1948.1195 0.951135449774
1949.6651 0.798108750141
1951.2108 1.55351722919
1952.7565 1.96918684479
1954.3022 -0.28680805662
1955.8479 1.4273418943
1957.3936 0.917203387279
1958.9393 1.59199449884
1960.485 0.769799839754
1962.0307 2.99729459645
1963.5765 1.22579049887
1965.1222 1.50034761305
1966.668 3.28158419727
1968.2138 2.16084896591
1969.7596 0.204165346571
1971.3053 1.76044005086
1972.8511 1.26920823179
1974.3969 0.306221576856
1975.9428 1.17368964033
1977.4886 1.46900472149
1979.0344 0.572803635655
1980.5803 1.40972435358
1982.1261 1.75776071392
1983.672 0.419780075061
1985.2178 1.43533784974
1986.7637 0.476586637059
1988.3096 0.201931911317
1989.8555 1.34765114545
1991.4014 0.701178210809
1992.9473 -0.0200845038979
1994.4933 0.863612684611
1996.0392 1.15754318964
1997.5851 0.561476203049
1999.1311 -0.0149634975104
2000.677 0.942188706034
2002.223 0.420228517097
2003.769 1.04818487522
2005.315 1.41929102083
2006.861 0.255715115552
2008.407 0.710237635832
2009.953 1.02269372937
2011.499 0.387253355309
2013.045 0.758256372981
2014.5911 0.329628541111
2016.1371 0.759121097563
2017.6832 0.454294833304
2019.2293 0.793479584608
2020.7753 0.216705817623
2022.3214 0.577343367937
2023.8675 0.71775157102
2025.4136 0.215488268548
2026.9597 0.904452243667
2028.5059 0.591459714046
2030.052 0.937964893852
2031.5981 1.02951968075
2033.1443 0.753632685631
2034.6904 0.940200903424
2036.2366 0.892182586152
2037.7828 0.621129481472
2039.329 0.82183857413
2040.8752 0.397936115312
2042.4214 0.672542542272
2043.9676 0.33132147396
2045.5138 1.0461431908
2047.06 0.835582755823
2048.6063 0.562416509263
2050.1525 0.396182749985
2051.6988 0.162045364456
2053.2451 1.4239781276
2054.7913 0.915257915596
2056.3376 1.62839554102
2057.8839 1.39158598659
2059.4302 0.280917615427
2060.9765 2.16668189013
2062.5228 1.96504543701
2064.0692 2.19208893891
2065.6155 0.634545731016
2067.1619 2.50842532414
2068.7082 2.12766871636
2070.2546 2.42194618718
2071.801 1.63790318008
2073.3473 1.99888816697
2074.8937 4.2634293265
2076.4401 2.25999101015
2077.9866 2.73564868301
2079.533 3.52236595956
2081.0794 4.60269768191
2082.6258 1.07161586493
2084.1723 1.19545067465
2085.7187 0.385096098293
2087.2652 3.94354370046
2088.8117 3.15166684745
2090.3582 1.98012147425
2091.9047 1.47772894702
2093.4512 1.78960639194
2094.9977 2.26056354771
2096.5442 1.54459510928
2098.0907 1.43906175051
2099.6373 1.09977090928
2101.1838 1.38219543773
2102.7304 1.23871967372
2104.2769 0.516161866357
2105.8235 0.854735335289
2107.3701 -0.0641120244833
2108.9167 1.14649358419
2110.4633 1.166822049
2112.0099 0.904156789345
2113.5565 0.156852958194
2115.1031 0.940081821041
2116.6498 0.883800472523
2118.1964 0.867692300409
2119.7431 1.62545714753
2121.2898 1.11245198336
2122.8364 1.03892214316
2124.3831 0.791723990239
2125.9298 1.16505759154
2127.4765 0.772764710559
2129.0232 1.19301908888
2130.5699 1.01132493896
2132.1167 1.33801011905
2133.6634 0.781255787831
2135.2101 0.864555685624
2136.7569 0.87889043279
2138.3037 1.55699439175
2139.8504 0.828307830573
2141.3972 1.11084237722
2142.944 1.18284138098
