wave norm
1600.0 1.00052848193
1601.5 1.53608212809
1603.0 -0.492208983151
1604.5 8.15994840521
1606.0 -0.985474592123
1607.5 -1.19918281683
1609.0 5.76132078338
1610.5 5.24676781574
1612.0 1.49838662474
1613.5 -0.899685453285
1615.0 -0.377879819659
1616.5 -0.395144631599
1618.0 -1.96267991655
1619.5 -0.829000047654
1621.0 1.15579795738
1622.5 0.565028986856
1624.0 0.876619418936
1625.5 2.41446584391
1627.0 0.864332744474
1628.5 0.631074310111
1630.0 0.832775900107
1631.5 1.99483141107
1633.0 -0.585867531926
1634.5 1.66050392673
1636.0 5.06385201153
1637.5 0.502816032705
1639.0 1.73974111783
1640.5 1.66650051194
1642.0 1.18715918883
1643.5 1.07856621199
1645.0 0.904688168494
1646.5 -0.0730032525175
1648.0 2.07068641806
1649.5 1.8269125377
1651.0 -0.417905427912
1652.5 1.67725227188
1654.0 2.16533721813
1655.5 3.25707059035
1657.0 1.94770399304
1658.5 0.792124715844
1660.0 0.163748890933
1661.5 -1.41949157865
1663.0 0.739305410921
1664.5 0.390800453082
1666.0 -0.0742721832002
1667.5 0.488851546006
1669.0 0.310786657448
1670.5 1.02959144007
1672.0 1.7816797688
1673.5 0.994143310103
1675.0 -0.0257189026212
1676.5 0.398615962362
1678.0 1.41435035071
1679.5 0.8708935579
1681.0 0.709079477545
1682.5 0.778700730591
1684.0 0.0691086325013
1685.5 -0.0167655393201
1687.0 0.526630886679
1688.5 0.135080365261
1690.0 -0.0110288954523
1691.5 0.087563137537
1693.0 -0.418123694758
1694.5 0.420208702791
1696.0 0.166249848262
1697.5 0.852690329086
1699.0 -0.220696432724
1700.5 1.44170008776
1702.0 0.939677183849
1703.5 1.14439223673
1705.0 0.594488548876
1706.5 0.760996934446
1708.0 0.521267519618
1709.5 -0.626789693667
1711.0 0.1541168602
1712.5 0.123978051683
1714.0 -0.999128351957
1715.5 -0.428861309827
1717.0 -1.21529338651
1718.5 -0.555087464645
1720.0 -0.217625211211
1721.5 -1.34342857862
1723.0 0.7714077506
1724.5 0.649625256397
1726.0 0.501222814853
1727.5 2.82371826995
1729.0 -2.31184606164
1730.5 -0.171949170561
1732.0 2.38038901778
1733.5 -1.38819506866
1735.0 -0.627573437294
1736.5 -1.03185969456
1738.0 1.19193948116
1739.5 0.613758466577
1741.0 -0.164996836244
1742.5 0.564025497759
1744.0 0.0753493268789
1745.5 0.1577323575
1747.0 1.00591989512
1748.5 0.275584569401
1750.0 0.7875446761
1751.5 1.64615564533
1753.0 0.689821269781
1754.5 1.26613471042
1756.0 0.850500999546
1757.5 0.964871661777
1759.0 1.00128285946
1760.5 0.455712734392
1762.0 1.22329515113
1763.5 1.45928503348
1765.0 0.943821579197
1766.5 0.718220703559
1768.0 1.23268053681
1769.5 0.321157235068
1771.0 0.27591221478
1772.5 1.0292587714
