col1 col2 col3
FeIIa 1.69573392905 0.124690337167
FeIIb 0.79991028147 0.0464655493355
FeIIc 2.03042913424 0.0679254244574
MnIIa 1.48262922841 0.0920626150626
MnIIb 2.31020548057 0.100848315176
MgIIa 2.72276006194 0.110962113773
MgIIb 2.50486690423 0.132649278896
MgIa 0.653062489488 0.0157444557621
