col1 col2 col3
FeIIa 1.69573400424 0.0516025248639
FeIIb 0.758075070387 0.0410107002472
FeIIc 2.02195872509 0.0495328214753
MnIIa 1.39794227623 0.0676979751925
MnIIb 2.35017092025 0.0734915375429
MgIIa 2.57337626796 0.136567409212
MgIIb 2.42129633044 0.131184803944
MgIa 0.652096832091 0.0367889217994
