col1 col2 col3
FeIIa 1.69573398269 0.0936322271621
FeIIb 0.741249245545 0.0931041758887
FeIIc 2.02798440665 0.0546586061401
MnIIa 1.36638771892 0.0557711952126
MnIIb 2.36886336454 0.0717122863038
MgIIa 2.4940660976 0.11847165692
MgIIb 2.46067547363 0.131087762993
MgIa 0.651350725653 0.044804069226
