col1 col2 col3
FeIIa 1.69573325301 0.200282124284
FeIIb 0.781542414867 0.103128168015
FeIIc 2.04335517524 0.248991411587
MnIIa 1.42560950534 0.210384885299
MnIIb 2.35607944242 0.475984039745
MgIIa 2.50439213076 0.139766539087
MgIIb 2.39744229404 0.0934549166662
MgIa 0.65151136289 0.0775441979209
