col1 col2
1590.7123 3.7897399128e-15
1592.2557 4.89655525672e-15
1593.7992 5.40132384406e-15
1595.3427 5.17515528422e-15
1596.8862 4.4570648655e-15
1598.4297 3.61182226359e-15
1599.9733 2.92754626686e-15
1601.5168 2.50649504424e-15
1603.0603 2.27604101542e-15
1604.6039 2.15651154564e-15
1606.1474 2.11567467103e-15
1607.691 2.05734232478e-15
1609.2346 1.86996300461e-15
1610.7782 1.60711435906e-15
1612.3218 1.34470724156e-15
1613.8654 1.12103423353e-15
1615.409 9.59560265821e-16
1616.9526 8.81930597552e-16
1618.4962 8.69297091438e-16
1620.0398 8.59035896505e-16
1621.5835 8.2180281134e-16
1623.1271 7.52676985428e-16
1624.6708 6.74446117206e-16
1626.2145 6.39873990728e-16
1627.7582 6.61272329313e-16
1629.3018 7.56261035103e-16
1630.8455 9.26410838372e-16
1632.3893 1.09249984735e-15
1633.933 1.1517146288e-15
1635.4767 1.05653765847e-15
1637.0204 8.42183845637e-16
1638.5642 5.75648423832e-16
1640.1079 3.36225603696e-16
1641.6517 1.90037304838e-16
1643.1955 1.66918290209e-16
1644.7392 2.33484237341e-16
1646.283 3.20036482279e-16
1647.8268 3.82793111573e-16
1649.3706 4.12745687827e-16
1650.9144 4.14807557787e-16
1652.4583 3.92405264135e-16
1654.0021 3.58459452619e-16
1655.5459 3.37519158457e-16
1657.0898 3.54234507144e-16
1658.6336 4.10590514336e-16
1660.1775 4.69551303112e-16
1661.7214 4.94168001349e-16
1663.2653 4.79294434801e-16
1664.8092 4.29864138781e-16
1666.3531 3.67543170026e-16
1667.897 3.25933355733e-16
1669.4409 3.35552397961e-16
1670.9848 3.92339112543e-16
1672.5288 4.51478849158e-16
1674.0727 4.72628438593e-16
1675.6167 4.4700187463e-16
1677.1606 3.91248862494e-16
1678.7046 3.29324624678e-16
1680.2486 2.80003202417e-16
1681.7926 2.46842944388e-16
1683.3366 2.30101113072e-16
1684.8806 2.19666387992e-16
1686.4246 2.07433205764e-16
1687.9686 1.97819672679e-16
1689.5127 1.95086189045e-16
1691.0567 2.03878446577e-16
1692.6008 2.32478523163e-16
1694.1448 2.81501511099e-16
1695.6889 3.31070062629e-16
1697.233 3.6262746982e-16
1698.7771 3.66883316383e-16
1700.3211 3.42143260832e-16
1701.8653 2.90223297773e-16
