col1 col2
1663.3 2.34355964314e-15
1664.67 6.32259481881e-15
1666.04 8.96546553217e-15
1667.41 1.04748347287e-14
1668.78 1.11053055714e-14
1670.15 1.10360231536e-14
1671.52 1.05098422171e-14
1672.89 9.73103716532e-15
1674.26 9.01534392926e-15
1675.63 8.30738159466e-15
1677.0 7.77140816596e-15
1678.37 8.0262577223e-15
1679.74 9.31370917822e-15
1681.11 1.10218157294e-14
1682.48 1.20877021837e-14
1683.85 1.18490489446e-14
1685.22 1.0274638239e-14
1686.59 8.08290049697e-15
1687.96 5.97978757022e-15
1689.33 4.50142038488e-15
1690.7 3.98913961584e-15
1692.07 4.10168347393e-15
1693.44 4.21667919009e-15
1694.81 4.18914489883e-15
1696.18 4.25120050895e-15
1697.55 4.56948664072e-15
1698.92 5.14295715733e-15
1700.29 5.72668822689e-15
1701.66 6.0554638976e-15
1703.03 6.09195385754e-15
1704.4 6.20370442733e-15
1705.77 6.64524902509e-15
1707.14 7.41151708816e-15
1708.51 8.24387056909e-15
1709.88 8.78609492829e-15
1711.25 8.89977315225e-15
1712.62 8.54585755647e-15
1713.99 7.83102077829e-15
1715.36 6.99819912298e-15
1716.73 6.52064337012e-15
1718.1 6.35117354462e-15
1719.47 6.37367630156e-15
1720.84 6.64167955574e-15
1722.21 7.19981894944e-15
1723.58 8.0030182683e-15
1724.95 8.50604857696e-15
1726.32 8.54327076992e-15
1727.69 8.26401050139e-15
1729.06 7.71529651651e-15
1730.43 6.80752133384e-15
1731.8 5.67231968313e-15
1733.17 4.66964482799e-15
1734.54 4.01731780916e-15
1735.91 3.77402208078e-15
1737.28 3.93400742158e-15
1738.65 4.51824918828e-15
1740.02 5.18287182516e-15
1741.39 5.44448273956e-15
1742.76 5.29479786896e-15
1744.13 4.99572904086e-15
1745.5 4.78106466736e-15
1746.87 4.74509753568e-15
1748.24 4.83197776562e-15
1749.61 4.87495905821e-15
1750.98 4.72189485952e-15
1752.35 4.3263103354e-15
1753.72 3.84296154256e-15
1755.09 3.52206111211e-15
1756.46 3.29586186765e-15
1757.83 3.05352636859e-15
1759.2 2.82267101895e-15
1760.57 2.60341272976e-15
1761.94 2.40949410629e-15
1763.31 2.33253135675e-15
1764.68 2.41470010383e-15
1766.05 2.59685886148e-15
1767.42 2.71903595067e-15
1768.79 2.6199867378e-15
1770.16 2.29699239216e-15
1771.53 1.80737934459e-15
1772.9 1.27188237868e-15
1774.27 8.44630097874e-16
1775.64 6.76980493334e-16
1777.01 8.2089488781e-16
1778.38 1.143446174e-15
1779.75 1.48486144202e-15
1781.12 1.78929984132e-15
1782.49 2.02557501191e-15
1783.86 2.14092342138e-15
1785.23 2.11245320908e-15
1786.6 1.95615947199e-15
1787.97 1.75946030863e-15
1789.34 1.61729702834e-15
1790.71 1.52852926771e-15
1792.08 1.51906728282e-15
1793.45 1.59095063377e-15
1794.82 1.66455448983e-15
1796.19 1.68852055898e-15
1797.56 1.62065806156e-15
1798.93 1.44965842878e-15
1800.3 1.19638640554e-15
1801.67 8.97020436642e-16
1803.04 6.41953017129e-16
1804.41 5.5896498866e-16
1805.78 7.05260657012e-16
1807.15 1.0258465486e-15
1808.52 1.35927129835e-15
1809.89 1.53504737991e-15
1811.26 1.47939775813e-15
1812.63 1.2282049858e-15
1814.0 8.99975044719e-16
1815.37 7.34729178811e-16
1816.74 9.13739437158e-16
1818.11 1.36295888787e-15
1819.48 1.87033537585e-15
1820.85 2.24967991438e-15
1822.22 2.42569145028e-15
1823.59 2.46108829006e-15
1824.96 2.51078245248e-15
1826.33 2.61700171548e-15
1827.7 2.75082868409e-15
1829.07 2.82646911761e-15
1830.44 2.71798298487e-15
1831.81 2.42492818463e-15
1833.18 2.03619781228e-15
1834.55 1.65626925472e-15
1835.92 1.36879253223e-15
1837.29 1.21168761694e-15
1838.66 1.13606561967e-15
1840.03 1.1096837503e-15
1841.4 1.1921946921e-15
1842.77 1.35577634582e-15
1844.14 1.4840536817e-15
1845.51 1.48204998019e-15
1846.88 1.3457794126e-15
1848.25 1.15497176337e-15
1849.62 9.94279409984e-16
1850.99 9.6034436305e-16
1852.36 1.12159786901e-15
1853.73 1.43982116976e-15
1855.1 1.7091227272e-15
1856.47 1.76337403596e-15
1857.84 1.61951465194e-15
1859.21 1.43475497456e-15
1860.58 1.33581159135e-15
1861.95 1.37264979341e-15
1863.32 1.54244766989e-15
1864.69 1.6911098234e-15
1866.06 1.69618119898e-15
1867.43 1.56901672924e-15
1868.8 1.38680065691e-15
1870.17 1.2294304451e-15
1871.54 1.13916078722e-15
1872.91 1.08925368569e-15
1874.28 1.06046910612e-15
1875.65 1.03255555148e-15
1877.02 9.89370741602e-16
1878.39 9.67947879527e-16
1879.76 9.5243547974e-16
1881.13 9.29335685976e-16
1882.5 9.18651620794e-16
1883.87 9.48161742269e-16
1885.24 1.03869824564e-15
1886.61 1.17180652579e-15
1887.98 1.30224423018e-15
1889.35 1.39233485665e-15
1890.72 1.40931213942e-15
1892.09 1.31497558169e-15
1893.46 1.16400423085e-15
1894.83 1.02080895032e-15
1896.2 9.20441452009e-16
