col1 col2
1583.8 5.18715464608e-15
1585.34 6.59075786123e-15
1586.88 6.8898639681e-15
1588.42 6.00182552964e-15
1589.96 4.52646853462e-15
1591.5 3.20137925253e-15
1593.04 2.45937927586e-15
1594.58 2.2461033381e-15
1596.12 2.15347370424e-15
1597.66 2.0012297932e-15
1599.2 1.80523943033e-15
1600.74 1.60338681883e-15
1602.28 1.40533031056e-15
1603.82 1.24376513602e-15
1605.36 1.15274085316e-15
1606.9 1.09561328885e-15
1608.44 1.03969005605e-15
1609.98 9.93572616919e-16
1611.52 9.57553911425e-16
1613.06 8.85146818232e-16
1614.6 7.6275308829e-16
1616.14 6.41479296847e-16
1617.68 5.55428604008e-16
1619.22 5.28329422151e-16
1620.76 5.56829552206e-16
1622.3 6.16327567169e-16
1623.84 6.71165779995e-16
1625.38 6.79425556895e-16
1626.92 6.43545462766e-16
1628.46 5.84457523414e-16
1630.0 5.27011530124e-16
1631.54 4.75361952928e-16
1633.08 4.46033904964e-16
1634.62 4.48471330919e-16
1636.16 4.58453069943e-16
1637.7 4.53070384968e-16
1639.24 4.32109422845e-16
1640.78 4.03188567548e-16
1642.32 3.72292565498e-16
1643.86 3.61888873813e-16
1645.4 3.87533746449e-16
1646.94 4.36240525245e-16
1648.48 4.66274273968e-16
1650.02 4.52887317326e-16
1651.56 4.04670572315e-16
1653.1 3.31664966073e-16
1654.64 2.46653735849e-16
1656.18 1.74604976289e-16
1657.72 1.33191667644e-16
1659.26 1.14498613218e-16
1660.8 9.90542558527e-17
1662.34 8.53229898265e-17
1663.88 8.12461357436e-17
1665.42 9.08533087957e-17
1666.96 1.15082553692e-16
1668.5 1.45848113661e-16
1670.04 1.70583979957e-16
1671.58 1.80918789496e-16
1673.12 1.7378047997e-16
1674.66 1.51287166292e-16
1676.2 1.23341519126e-16
1677.74 9.774376031e-17
1679.28 7.95607803824e-17
1680.82 7.03525678781e-17
1682.36 6.88310128482e-17
1683.9 7.64598194951e-17
1685.44 9.18964836462e-17
1686.98 1.10593630688e-16
1688.52 1.31375447447e-16
1690.06 1.53620310742e-16
1691.6 1.70003434976e-16
1693.14 1.76347412153e-16
1694.68 1.76947693112e-16
1696.22 1.73322138263e-16
1697.76 1.63303094384e-16
1699.3 1.48665132715e-16
1700.84 1.34298872073e-16
1702.38 1.23048226784e-16
1703.92 1.10734114768e-16
1705.46 9.37802850163e-17
1707.0 7.5610264072e-17
1708.54 6.07818411804e-17
1710.08 5.07194520006e-17
1711.62 4.83198111351e-17
1713.16 5.77546905e-17
1714.7 7.6603754202e-17
1716.24 9.70446991745e-17
1717.78 1.11158661097e-16
1719.32 1.18640935885e-16
1720.86 1.22454686247e-16
1722.4 1.2521597316e-16
1723.94 1.28212119264e-16
1725.48 1.27609740517e-16
1727.02 1.20518733644e-16
1728.56 1.06834195237e-16
1730.1 9.2313092486e-17
1731.64 8.55145015538e-17
1733.18 9.53855500826e-17
1734.72 1.19854088281e-16
1736.26 1.4921167683e-16
1737.8 1.73249230206e-16
1739.34 1.80975721054e-16
1740.88 1.70346622501e-16
1742.42 1.45203151064e-16
1743.96 1.13893913722e-16
1745.5 8.56582858791e-17
1747.04 6.61401611805e-17
1748.58 5.58992020926e-17
1750.12 5.5957755395e-17
1751.66 6.33268049413e-17
1753.2 7.13291135411e-17
1754.74 7.65108642999e-17
1756.28 7.57373084899e-17
1757.82 6.91109883406e-17
1759.36 5.76839036784e-17
1760.9 4.85649732459e-17
1762.44 4.89432431046e-17
1763.98 5.93814829388e-17
1765.52 7.48204316895e-17
1767.06 8.69522540943e-17
1768.6 9.0546803376e-17
1770.14 8.30833519673e-17
1771.68 6.77754911184e-17
1773.22 5.1429121695e-17
1774.76 4.2977323826e-17
1776.3 4.38669762644e-17
1777.84 5.0295663401e-17
1779.38 5.96393846197e-17
1780.92 6.97221412998e-17
1782.46 8.02627914308e-17
1784.0 9.09872262968e-17
1785.54 9.97660106167e-17
1787.08 1.0370442907e-16
1788.62 1.03812784086e-16
1790.16 1.010059209e-16
1791.7 9.72359865168e-17
1793.24 9.56594235106e-17
1794.78 9.57148392711e-17
1796.32 9.48962283051e-17
1797.86 9.2901829462e-17
1799.4 8.83450071483e-17
1800.94 8.08093047614e-17
1802.48 7.22270979718e-17
1804.02 6.27443519413e-17
1805.56 5.3693362034e-17
1807.1 4.57855268433e-17
1808.64 3.92628515856e-17
1810.18 3.79626756513e-17
1811.72 4.59958741978e-17
1813.26 6.03056347545e-17
1814.8 7.76129674132e-17
1816.34 9.65765063485e-17
1817.88 1.12763339082e-16
1819.42 1.24241458936e-16
1820.96 1.29061024284e-16
1822.5 1.28228307561e-16
1824.04 1.2572559342e-16
1825.58 1.20391481967e-16
1827.12 1.09820729165e-16
1828.66 9.83303575667e-17
1830.2 8.87276469371e-17
1831.74 8.0275079148e-17
1833.28 7.44354489268e-17
1834.82 7.44516058354e-17
1836.36 8.31156306099e-17
1837.9 9.79689744936e-17
1839.44 1.13015708888e-16
1840.98 1.23668280553e-16
1842.52 1.28305620079e-16
1844.06 1.26241040814e-16
1845.6 1.19813031286e-16
1847.14 1.11563249299e-16
1848.68 1.04506100374e-16
1850.22 9.75028169019e-17
1851.76 8.84507554473e-17
1853.3 7.77617134392e-17
1854.84 7.04473190272e-17
1856.38 7.26724591808e-17
1857.92 8.41642636009e-17
1859.46 1.02164657183e-16
1861.0 1.18676050261e-16
1862.54 1.25876244025e-16
1864.08 1.21672935045e-16
1865.62 1.10055312279e-16
1867.16 9.86648103774e-17
1868.7 9.37616241519e-17
1870.24 9.74719277976e-17
1871.78 1.07069643735e-16
1873.32 1.16273553237e-16
1874.86 1.21857163941e-16
1876.4 1.27143485708e-16
1877.94 1.3674094516e-16
1879.48 1.49413432993e-16
1881.02 1.5947994658e-16
1882.56 1.60125443339e-16
1884.1 1.52085405286e-16
1885.64 1.40317714996e-16
1887.18 1.26995184128e-16
1888.72 1.15917207331e-16
1890.26 1.05299413908e-16
1891.8 9.09238433063e-17
1893.34 7.40092620686e-17
1894.88 6.06370386056e-17
1896.42 5.63285193971e-17
1897.96 6.4013629068e-17
1899.5 7.79054025739e-17
1901.04 8.68929678796e-17
1902.58 8.92761911143e-17
1904.12 8.67595879681e-17
1905.66 8.35239511107e-17
1907.2 8.38293810526e-17
1908.74 8.69262803033e-17
1910.28 9.18519412051e-17
1911.82 9.59158062606e-17
1913.36 9.46562982426e-17
1914.9 8.74106668085e-17
1916.44 7.60608547376e-17
1917.98 6.22224302694e-17
1919.52 4.99174305315e-17
1921.06 4.55160504067e-17
1922.6 5.41319545344e-17
1924.14 7.33955376258e-17
1925.68 9.50080655519e-17
1927.22 1.11329515482e-16
1928.76 1.16799178065e-16
1930.3 1.10962781337e-16
1931.84 9.98606638095e-17
1933.38 8.81618108335e-17
1934.92 7.90571522539e-17
1936.46 7.15516167818e-17
1938.0 6.36451973615e-17
1939.54 5.90938678932e-17
1941.08 5.99153134025e-17
1942.62 6.52484469549e-17
1944.16 7.58640036547e-17
1945.7 9.05266845211e-17
1947.24 1.03547368228e-16
1948.78 1.10749862768e-16
1950.32 1.09719402748e-16
1951.86 1.02146050654e-16
1953.4 9.12069261023e-17
1954.94 8.00558540669e-17
1956.48 7.36017060824e-17
1958.02 7.40173638457e-17
1959.56 7.84615907745e-17
1961.1 8.22142286382e-17
1962.64 8.17944197021e-17
1964.18 7.54943226691e-17
1965.72 6.59132864017e-17
1967.26 5.55542621328e-17
1968.8 4.75376122466e-17
1970.34 4.42085416509e-17
1971.88 4.45612740945e-17
1973.42 4.97372267212e-17
1974.96 5.90345690527e-17
1976.5 6.72997148233e-17
1978.04 6.97810469774e-17
1979.58 6.73947716658e-17
1981.12 6.26300837912e-17
1982.66 5.75168151028e-17
1984.2 5.42850490409e-17
1985.74 5.45041449862e-17
1987.28 5.77497484751e-17
1988.82 6.05322523745e-17
1990.36 6.1543985034e-17
1991.9 6.29540585419e-17
1993.44 6.64465259679e-17
1994.98 6.96645264494e-17
1996.52 7.18291897132e-17
1998.06 7.29983593387e-17
1999.6 7.16583442807e-17
2001.14 6.75807394673e-17
2002.68 6.49222419362e-17
2004.22 6.951980989e-17
2005.76 8.14608387025e-17
2007.3 9.84588496626e-17
2008.84 1.15108650969e-16
2010.38 1.24874574218e-16
2011.92 1.24749170045e-16
2013.46 1.14605721135e-16
2015.0 9.75956552883e-17
2016.54 7.89740173723e-17
2018.08 6.18650949977e-17
2019.62 4.95090391917e-17
2021.16 4.60440320851e-17
2022.7 5.1212543859e-17
2024.24 6.47459224121e-17
2025.78 8.27821663811e-17
2027.32 9.51272024359e-17
2028.86 9.54641965967e-17
2030.4 8.59150240859e-17
2031.94 7.17104233555e-17
2033.48 5.77095804874e-17
