col1 col2
1663.5 6.73666367297e-16
1664.87 1.89931387348e-15
1666.24 3.10787004739e-15
1667.61 4.02069524432e-15
1668.98 4.82180825917e-15
1670.35 6.13435763604e-15
1671.72 8.1731991779e-15
1673.09 1.04968457953e-14
1674.46 1.24230575524e-14
1675.83 1.35513302829e-14
1677.2 1.41890899269e-14
1678.57 1.44564306065e-14
1679.94 1.44853210393e-14
1681.31 1.49696701012e-14
1682.68 1.59822462519e-14
1684.05 1.66308454756e-14
1685.42 1.60634649504e-14
1686.79 1.41320127995e-14
1688.16 1.13648832034e-14
1689.53 8.64720491154e-15
1690.9 6.55467184701e-15
1692.27 5.44541490182e-15
1693.64 5.22041624202e-15
1695.01 5.22475680731e-15
1696.38 4.90719376885e-15
1697.75 4.09446883155e-15
1699.12 3.04343730763e-15
1700.49 2.29104801302e-15
1701.86 2.08765164448e-15
1703.23 2.25472807316e-15
1704.6 2.53322164297e-15
1705.97 2.73304388649e-15
1707.34 2.82120684826e-15
1708.71 2.79851613523e-15
1710.08 2.82562135324e-15
1711.45 3.21112393546e-15
1712.82 3.95728722461e-15
1714.19 4.64552189424e-15
1715.56 4.9812853972e-15
1716.93 4.94224830176e-15
1718.3 4.60748502283e-15
1719.67 4.13286455831e-15
1721.04 3.68984083861e-15
1722.41 3.60991843984e-15
1723.78 3.89472466723e-15
1725.15 4.14050089562e-15
1726.52 4.10846631683e-15
1727.89 3.8324763626e-15
1729.26 3.3863552882e-15
1730.63 2.94475675957e-15
1732.0 2.62481593042e-15
1733.37 2.53658385629e-15
1734.74 2.77219792109e-15
1736.11 3.10562996986e-15
1737.48 3.39014113624e-15
1738.85 3.52876381663e-15
1740.22 3.55586168965e-15
1741.59 3.58028976216e-15
1742.96 3.6876798334e-15
1744.33 3.88626310546e-15
1745.7 4.08157987e-15
1747.07 4.10045186746e-15
1748.44 3.81755243408e-15
1749.81 3.32281262118e-15
1751.18 2.75515708578e-15
1752.55 2.3273105408e-15
1753.92 2.06729695049e-15
1755.29 1.96917605399e-15
1756.66 2.07264212597e-15
1758.03 2.32617569467e-15
1759.4 2.68167841511e-15
1760.77 3.04157670046e-15
1762.14 3.28608217303e-15
1763.51 3.27749693214e-15
1764.88 2.94901289749e-15
1766.25 2.40181284631e-15
1767.62 1.96756054071e-15
1768.99 1.88103919347e-15
1770.36 2.04868657848e-15
1771.73 2.24438192715e-15
1773.1 2.33245486081e-15
1774.47 2.30226218861e-15
1775.84 2.19518414118e-15
1777.21 2.15285868645e-15
1778.58 2.28871553488e-15
1779.95 2.66675782444e-15
1781.32 3.11996210758e-15
1782.69 3.34612526684e-15
1784.06 3.39406444944e-15
1785.43 3.39314349966e-15
1786.8 3.34774460955e-15
1788.17 3.27889207921e-15
1789.54 3.17610234278e-15
1790.91 3.02239347087e-15
1792.28 2.85300920218e-15
1793.65 2.65892999925e-15
1795.02 2.48512917586e-15
1796.39 2.50224080603e-15
1797.76 2.62489057402e-15
1799.13 2.75213921222e-15
1800.5 2.84478443985e-15
1801.87 2.7808198185e-15
1803.24 2.58288267149e-15
1804.61 2.30293587331e-15
1805.98 1.95013394324e-15
1807.35 1.66575070062e-15
1808.72 1.64265224965e-15
1810.09 1.8539945657e-15
1811.46 2.15812981135e-15
1812.83 2.4225031187e-15
1814.2 2.56343122878e-15
1815.57 2.54659587499e-15
1816.94 2.37517882613e-15
1818.31 2.21539959033e-15
1819.68 2.22298380085e-15
1821.05 2.37999348299e-15
1822.42 2.55798687637e-15
1823.79 2.68453408991e-15
1825.16 2.79015903537e-15
1826.53 2.80126805885e-15
1827.9 2.6163076119e-15
1829.27 2.2661374036e-15
1830.64 1.9262103028e-15
1832.01 1.6610664253e-15
1833.38 1.47926291175e-15
1834.75 1.4105480676e-15
1836.12 1.43120295112e-15
1837.49 1.52819030359e-15
1838.86 1.62901254084e-15
1840.23 1.65761076664e-15
1841.6 1.60842384556e-15
1842.97 1.54422881921e-15
1844.34 1.43260562449e-15
1845.71 1.25693690066e-15
1847.08 1.10496711265e-15
1848.45 1.02250396098e-15
1849.82 1.02384558755e-15
1851.19 1.07080737092e-15
1852.56 1.16373786146e-15
1853.93 1.39039018172e-15
1855.3 1.7853920131e-15
1856.67 2.27960042934e-15
1858.04 2.72843225308e-15
1859.41 3.05953223406e-15
1860.78 3.2095009756e-15
1862.15 3.1249060721e-15
1863.52 2.85813870185e-15
1864.89 2.5033877021e-15
1866.26 2.13328657894e-15
1867.63 1.77733529157e-15
1869.0 1.48541904245e-15
1870.37 1.27571631334e-15
1871.74 1.16759446382e-15
1873.11 1.08126489158e-15
1874.48 9.39351024239e-16
1875.85 7.57013261624e-16
1877.22 5.68454110083e-16
1878.59 4.33114409858e-16
1879.96 4.3796243784e-16
1881.33 6.12808425845e-16
1882.7 8.91810639708e-16
1884.07 1.19215596611e-15
1885.44 1.4183537976e-15
1886.81 1.56714145318e-15
1888.18 1.64059181932e-15
1889.55 1.60760298424e-15
1890.92 1.47752685253e-15
1892.29 1.29974324398e-15
1893.66 1.10514014608e-15
1895.03 9.45096450912e-16
1896.4 8.61694941853e-16
1897.77 8.62664180568e-16
1899.14 9.66461009287e-16
1900.51 1.0849816602e-15
1901.88 1.11885017119e-15
1903.25 1.05742137792e-15
1904.62 9.51743771954e-16
1905.99 8.81498373016e-16
1907.36 9.48408103566e-16
1908.73 1.19600720035e-15
1910.1 1.52579405128e-15
1911.47 1.83193929055e-15
1912.84 2.01335719198e-15
1914.21 2.00396234555e-15
1915.58 1.85423746347e-15
1916.95 1.63851734784e-15
1918.32 1.4179653001e-15
1919.69 1.23996926675e-15
1921.06 1.08673362275e-15
1922.43 9.57301580112e-16
1923.8 8.96380657818e-16
1925.17 8.80311809117e-16
1926.54 8.70029760335e-16
1927.91 8.41743967238e-16
1929.28 7.78824792597e-16
1930.65 7.07106469998e-16
1932.02 6.60638377999e-16
1933.39 6.65862294532e-16
1934.76 7.27093534043e-16
1936.13 8.09589040372e-16
