col1 col2
1663.31 4.61894453923e-15
1664.68 7.19136466661e-15
1666.05 8.38623718059e-15
1667.42 8.37617415248e-15
1668.79 8.05743573086e-15
1670.16 8.18584323978e-15
1671.53 8.99844038367e-15
1672.9 1.04568579746e-14
1674.27 1.2030920165e-14
1675.64 1.29806960477e-14
1677.01 1.33403131532e-14
1678.39 1.35931652324e-14
1679.76 1.38739516753e-14
1681.13 1.4091710883e-14
1682.5 1.37154335736e-14
1683.87 1.22700712406e-14
1685.24 1.01565523593e-14
1686.61 8.04113179704e-15
1687.98 6.30665605631e-15
1689.35 5.15318451927e-15
1690.72 4.47653966452e-15
1692.09 3.92644159168e-15
1693.46 3.42095770121e-15
1694.83 3.00731410503e-15
1696.2 2.8558222578e-15
1697.57 3.20472872417e-15
1698.94 3.91360014276e-15
1700.32 4.66232328357e-15
1701.69 5.17296157079e-15
1703.06 5.34311794525e-15
1704.43 5.21046011316e-15
1705.8 4.76954401732e-15
1707.17 4.22563253433e-15
1708.54 4.04235616866e-15
1709.91 4.34485780311e-15
1711.28 4.80882180794e-15
1712.65 5.18187673621e-15
1714.02 5.34861569541e-15
1715.39 5.34497728489e-15
1716.77 5.15421122539e-15
1718.14 4.73532038259e-15
1719.51 4.30342834272e-15
1720.88 4.0239762449e-15
1722.25 3.84764764696e-15
1723.62 3.78982863968e-15
1724.99 3.94461112369e-15
1726.36 4.23971169382e-15
1727.73 4.43939852118e-15
1729.1 4.39100007625e-15
1730.47 4.20612720275e-15
1731.85 4.15785306761e-15
1733.22 4.55085636831e-15
1734.59 5.33461073264e-15
1735.96 6.19203129165e-15
1737.33 6.82584921284e-15
1738.7 6.99531103155e-15
1740.07 6.64527302148e-15
1741.44 5.91424691976e-15
1742.81 5.02736251666e-15
1744.19 4.1681280461e-15
1745.56 3.57757940071e-15
1746.93 3.26794838447e-15
1748.3 3.13308512547e-15
1749.67 3.08098542216e-15
1751.04 2.97998656484e-15
1752.41 2.80408057551e-15
1753.78 2.5490248741e-15
1755.16 2.24996259051e-15
1756.53 1.96311882035e-15
1757.9 1.79509274015e-15
1759.27 1.76016952896e-15
1760.64 1.77235397423e-15
1762.01 1.89553072119e-15
1763.38 2.18902435458e-15
1764.76 2.59832674577e-15
1766.13 3.04788893602e-15
1767.5 3.38215879316e-15
1768.87 3.44223841003e-15
1770.24 3.19396956357e-15
1771.61 2.73840120634e-15
1772.98 2.21398702115e-15
1774.36 1.81896800283e-15
1775.73 1.69403810097e-15
1777.1 1.89119206067e-15
1778.47 2.31862569597e-15
1779.84 2.68764843374e-15
1781.21 2.83309311975e-15
1782.58 2.80517235152e-15
1783.96 2.68355405053e-15
1785.33 2.57299842824e-15
1786.7 2.59145996714e-15
1788.07 2.68497896877e-15
1789.44 2.7151468349e-15
1790.81 2.70524705585e-15
1792.19 2.87045691799e-15
1793.56 3.26882637644e-15
1794.93 3.89687481236e-15
1796.3 4.67511619752e-15
1797.67 5.33535292301e-15
1799.04 5.56248589659e-15
1800.42 5.20911046819e-15
1801.79 4.46058068226e-15
1803.16 3.62666875685e-15
1804.53 2.89334741553e-15
1805.9 2.28316386548e-15
1807.27 1.9672108594e-15
1808.65 1.96004229287e-15
1810.02 2.05013915447e-15
1811.39 2.10852346447e-15
1812.76 2.11288403393e-15
1814.13 2.05456660585e-15
1815.5 1.87151651773e-15
1816.88 1.58617593452e-15
1818.25 1.30065548702e-15
1819.62 1.1203376549e-15
1820.99 1.03239898031e-15
1822.36 9.87400397859e-16
1823.74 1.0391649412e-15
1825.11 1.22343222296e-15
1826.48 1.50531508614e-15
